time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
19-01:10:20,123.115.158.109,3,1239713,0,854,0,49,33,52,76,46,98,251,276,20,101,309,14720,216768,765568,0,0,0,0
19-01:22:8,114.250.99.20,3,1298041,131920,957,97,18,18,44,95,19,104,243,295,20,79,144,81600,411328,522944,0,0,1,0
19-01:24:20,123.115.155.2,3,1223096,261120,902,192,27,27,82,221,33,129,282,421,20,87,187,81600,297883,522944,0,0,2,0
19-02:11:24,114.246.217.69,3,1387080,243831,966,171,113,51,114,787,119,1806,652,2593,6,27,86,66048,255382,262144,2,0,13,0
19-02:11:47,114.252.178.185,3,1199303,2983840,883,2194,22,21,26,41,26,77,288,120000,5,24,120,13696,865617,1047296,27,0,23,3
19-02:45:12,111.193.162.136,3,1104863,29920,813,22,0,79,663,14727,289,31653,1107,46380,20,86,421,13632,179093,785088,0,0,1,0
19-03:03:52,114.252.251.72,127,1298047,266560,957,196,22,22,39,126,28,173,239,326,20,104,264,81600,297032,541312,0,0,1,0
19-03:03:52,114.252.251.72,3,1298041,42160,957,31,21,21,47,123,16,180,247,323,20,118,277,81600,422250,1044480,0,0,1,0
19-03:18:14,123.115.158.109,3,1239713,0,854,0,0,41,69,98,59,166,269,298,20,113,297,14720,242340,769920,0,0,0,0
19-03:33:20,123.115.158.109,3,1239713,0,854,0,47,15,34,57,44,95,233,257,20,103,312,14720,212138,768512,0,0,0,0
19-03:42:13,123.115.158.109,3,1239713,0,855,0,73,25,48,73,69,147,248,273,20,102,310,14720,212266,766848,0,0,0,0
19-03:45:11,123.115.158.109,3,1239713,0,854,0,82,23,50,82,119,328,337,410,20,100,212,14720,256475,768512,0,0,0,0
19-03:50:32,111.199.115.78,3,1019463,241032,704,166,20,20,381,1114,328,2085,1460,79552,20,39,84,87616,427353,525760,3,2,3,0
19-03:51:18,123.115.158.109,3,1239713,1452,854,1,27,27,37,60,38,75,237,260,20,104,320,14720,204394,769920,0,0,0,0
19-04:12:48,123.116.35.65,3,1038366,737120,766,542,27,27,378,1731,207,974,872,120000,20,116,242,81664,186496,262400,1,0,1,0
19-04:19:50,123.121.81.136,3,1402796,108800,1034,80,20,20,53,143,22,258,276,421,20,160,355,81600,483545,777920,0,0,1,0
19-04:43:32,111.197.133.75,3,1298041,37440,903,26,15,15,30,94,18,30,230,294,20,130,409,87616,296544,522880,0,0,1,0
19-04:42:32,111.194.119.120,3,1454100,615700,1110,470,28,28,1430,10042,650,8133,3626,120000,5,65,129,13632,391680,522944,3,1,1,1
19-05:05:7,111.197.248.86,3,1051232,79420,728,55,21,20,27,71,19,48,226,271,20,102,312,14720,212864,769920,0,0,1,0
19-05:12:52,61.135.194.186,84,1298047,412080,956,303,24,24,309,777,51,253,533,1023,20,153,377,13632,243960,522944,0,0,1,0
19-05:12:52,61.135.194.186,53,1298041,378080,955,278,24,24,253,775,103,344,507,1119,20,131,433,13632,256032,522944,0,0,1,0
19-05:34:30,123.114.102.42,3,1298047,24480,957,18,12,12,111,359,46,183,326,682,20,138,364,81600,343824,522944,0,0,1,0
19-05:34:30,123.114.102.42,3,1298041,8334,959,7,12,12,80,256,37,136,280,684,5,148,373,81600,353960,522944,1,0,0,1
19-05:58:5,123.115.56.105,3,1298047,28560,957,21,30,30,61,179,44,197,261,379,20,110,288,81600,374912,732416,0,0,2,0
19-06:03:32,117.122.214.231,3,1156176,314160,851,231,24,23,121,436,34,230,332,651,20,83,204,81600,361216,669120,1,0,2,0
19-06:25:4,123.123.209.200,3,1298041,112880,956,83,11,11,86,262,95,293,336,573,20,107,193,81600,404755,609280,0,0,2,0
19-06:24:54,114.240.171.117,24,1364403,1757460,940,1213,0,441,1149,2643,2108,5286,5077,30631,5,10,30,14720,325168,688384,8,1,7,3
19-06:24:54,114.240.171.117,21,1301537,2127363,897,1467,0,610,1051,2050,2175,11126,5361,120000,5,10,30,14720,342086,674944,15,1,11,7
19-06:54:23,114.254.51.231,3,1451750,159120,1068,117,23,23,47,97,22,105,247,297,12,116,353,13632,304035,785088,0,0,2,0
19-06:54:23,114.254.51.231,3,1451756,134640,1069,99,25,25,42,106,29,101,242,306,20,104,214,13632,392162,785088,0,0,1,0
19-06:58:57,111.203.3.1,27,1298047,22100,1000,17,33,33,45,79,29,77,244,279,20,90,189,81664,177749,197120,20,0,2,0
19-07:18:9,123.116.104.22,3,1305056,125120,961,92,83,81,242,592,341,969,780,1561,20,42,81,0,228218,585472,2,0,4,0
19-07:23:16,114.250.211.58,3,1252587,267264,923,197,17,17,84,224,30,188,284,424,20,163,435,28096,216504,522944,0,0,1,0
19-07:25:33,61.48.64.183,3,1298041,47600,956,35,64,18,37,75,43,128,237,275,20,42,60,3584,311437,577344,0,0,1,0
19-07:32:30,123.112.160.8,3,1298047,201280,957,148,22,22,115,321,42,184,314,521,20,178,375,81600,357838,941824,0,0,1,0
19-07:37:8,125.34.231.228,3,1298047,84320,957,62,17,17,49,113,29,112,249,313,20,152,322,81600,337208,522944,0,0,1,0
19-07:43:32,124.64.204.229,3,1339630,107030,987,83,0,59,328,1037,261,1722,1086,2759,6,28,57,81600,418120,522944,1,0,3,0
19-07:44:32,111.203.165.3,3,1298041,66640,957,49,21,21,56,135,24,208,261,363,20,117,224,81600,388768,522944,0,0,4,0
19-07:44:32,111.203.165.3,3,1298047,40419,957,30,21,21,57,125,17,224,262,349,20,100,204,81600,373371,522944,1,0,5,0
19-07:50:52,123.112.97.179,3,1156123,0,852,0,24,24,41,90,24,61,240,290,20,137,354,81600,318692,522944,0,0,0,0
19-07:56:20,123.114.95.203,3,1298047,6800,956,5,13,13,159,299,55,649,431,934,20,30,40,81600,481219,579392,1,1,1,0
19-07:56:57,61.149.206.230,3,1156176,51680,851,38,37,32,104,302,46,336,382,753,20,135,301,13696,422105,1047296,0,0,1,0
19-07:58:17,114.240.68.101,3,1298041,109440,903,76,21,21,41,97,15,42,241,297,20,171,409,87616,327232,522880,0,0,1,0
19-07:58:17,114.240.68.101,3,1298047,205920,904,143,24,24,51,102,23,48,250,302,20,172,409,87616,269165,522880,0,0,1,0
19-07:58:40,123.123.183.28,3,1104173,0,815,0,14,13,96,304,40,126,296,504,20,140,379,81600,293568,522944,0,0,0,0
19-07:58:40,123.123.183.28,3,1104167,0,814,0,23,23,115,312,65,176,315,512,20,134,334,81600,316608,522944,0,0,0,0
19-07:59:0,123.117.213.55,97,1243377,182240,917,134,81,51,336,1061,187,701,723,1533,20,100,195,81664,172753,197120,1,0,2,0
19-07:59:0,123.117.213.55,3,1243370,107327,916,79,51,51,320,1077,137,662,601,1541,6,118,197,81664,172006,198656,1,0,3,0
19-08:01:20,123.112.81.117,3,1034043,567120,762,417,28,28,1179,4493,868,3070,3111,120000,20,84,352,81600,248768,522944,1,0,0,0
19-08:04:24,114.245.151.143,3,1144589,248880,845,183,23,22,51,181,18,119,250,381,20,106,306,81600,371480,876544,0,0,1,0
19-08:04:24,114.245.151.143,3,1144582,267920,844,197,23,22,57,182,28,74,257,382,20,172,420,81600,318546,539264,0,0,1,0
19-08:06:8,123.113.58.215,3,1160736,754800,856,555,36,36,41,85,40,93,241,285,6,89,407,81600,325813,749568,0,0,1,0
19-08:06:10,61.51.248.14,12,1454239,284700,1120,219,50,48,762,3438,466,10295,2137,30898,5,17,42,81600,513406,704640,21,0,21,1
19-08:10:3,123.123.49.253,3,1396148,340224,1028,251,21,21,37,80,20,57,236,280,20,117,422,13696,390512,1047296,0,0,1,0
19-08:10:8,123.123.49.253,3,1396142,280942,1027,207,40,24,42,77,53,161,241,277,20,133,345,13696,419600,1047296,0,0,1,0
19-08:14:58,61.149.177.174,3,1298041,477694,956,352,19,19,138,293,37,109,338,493,20,152,314,81600,373160,1022720,0,0,2,0
19-08:15:21,61.50.220.106,37,1298041,1830562,957,1357,26,26,232,419,208,1264,965,1631,5,10,30,81600,398196,4194240,20,0,9,20
19-08:15:21,61.50.220.106,28,1298047,2064137,957,1535,31,16,291,434,205,1618,976,1971,5,11,35,81600,433702,4194240,14,0,8,13
19-08:17:3,111.199.112.248,3,1293387,0,954,0,31,31,50,109,28,62,250,309,20,182,436,81600,310774,522944,0,0,0,0
19-08:21:59,111.197.83.234,3,1063105,0,785,0,14,14,63,263,27,93,280,617,20,127,286,81600,362517,522944,0,0,0,0
19-08:23:13,114.242.249.224,3,1144589,2720,846,2,21,20,21,24,12,42,221,224,20,93,138,0,70600,147904,0,0,0,0
19-08:23:13,114.242.249.224,3,1144582,6592,848,6,14,12,13,15,6,28,213,215,20,61,137,0,30552,224704,0,0,0,0
19-08:24:21,61.135.20.94,3,1298041,0,957,0,51,18,31,51,45,207,235,258,20,98,165,81600,385146,522944,0,0,0,0
19-08:24:21,61.135.20.94,3,1298047,0,958,0,51,18,30,51,42,207,234,258,20,98,161,81600,400416,592960,0,0,0,0
19-08:28:46,123.113.9.235,61,1144589,27200,843,20,319,176,307,503,308,1279,1177,1598,20,98,143,13696,477542,1047296,1,0,1,0
19-08:28:50,111.198.233.41,3,1298047,137360,958,101,17,16,56,137,19,195,255,337,20,124,236,81664,217139,263936,0,0,2,0
19-08:28:50,111.198.233.41,3,1298041,149600,957,110,16,16,43,130,22,188,245,334,20,95,200,81664,221905,263936,1,0,2,0
19-08:28:46,123.113.9.235,61,1144582,59840,842,44,0,116,269,529,111,417,556,120000,2,101,158,13696,375408,1047296,2,0,1,0
19-08:32:28,111.201.204.8,3,1298047,1360,957,1,21,21,168,485,116,729,560,1270,19,33,39,81600,483569,677312,1,1,0,0
19-08:32:28,111.201.204.8,3,1298041,64187,956,48,21,21,144,463,111,869,557,1222,9,31,42,81600,452220,522944,2,0,3,0
19-08:34:17,123.120.165.45,3,1250731,16384,870,12,22,22,37,56,33,70,236,256,13,27,45,3584,394259,1048576,0,0,1,0
19-08:37:43,123.119.58.159,3,1008203,27200,743,20,0,87,716,1251,216,844,1279,2068,20,58,69,81664,221649,263936,0,0,1,0
19-08:45:5,114.245.131.147,3,1298047,254880,905,177,16,14,37,83,17,39,236,283,20,162,396,28544,285528,525760,0,0,1,0
19-08:43:32,114.253.206.144,3,1038654,1398464,737,992,0,159,183,392,105,588,559,120000,5,10,36,66364,132924,256984,23,0,11,15
19-08:43:34,114.253.206.144,3,1258668,1510316,894,1072,0,162,185,349,91,695,584,120000,5,11,32,66068,162223,251336,25,0,14,14
19-08:43:26,114.253.206.144,3,1067492,1557456,757,1104,0,172,203,451,146,780,634,120000,5,10,30,66364,180598,261220,23,1,17,10
19-08:43:30,114.253.206.144,3,1234108,1468572,876,1044,0,157,188,296,125,635,584,120000,5,10,30,65820,185796,261220,24,0,15,13
19-08:46:56,182.50.121.98,3,1298041,0,890,0,17,17,21,31,17,34,221,231,20,121,264,14720,112396,376448,0,0,0,0
19-08:46:56,182.50.121.98,3,1298047,0,891,0,24,24,28,34,24,48,227,234,16,108,182,14720,91626,254080,0,0,0,0
19-08:50:2,61.148.242.131,3,1298041,0,928,0,62,56,73,95,74,248,300,320,20,125,324,14656,296560,750592,0,0,0,0
19-08:52:50,114.249.177.87,3,1298047,0,957,0,22,22,132,218,37,137,331,418,20,134,194,81664,167338,197120,0,0,0,0
19-08:52:55,114.246.247.130,17,1421448,1414388,1008,1003,0,161,213,636,173,908,756,120000,5,12,34,66364,193382,261220,25,2,15,10
19-08:59:43,124.65.79.138,3,1142619,1601648,785,1098,19,12,13,19,5,38,212,219,6,8,30,65152,65690,65700,3,0,7,0
19-09:03:9,61.148.244.137,3,1298041,20400,957,15,0,320,954,1616,419,1035,1776,2651,20,142,298,81600,351817,1048576,0,0,1,0
19-09:03:9,61.148.244.137,127,1298047,564400,957,415,47,47,551,1621,99,534,886,2155,20,96,381,81600,274185,675264,0,0,2,0
19-09:04:21,123.119.176.148,3,1104173,272000,813,200,120,24,93,142,63,240,314,360,20,125,336,13632,222577,522944,0,0,1,0
19-09:04:21,123.119.176.148,3,1104167,268581,813,198,147,24,106,147,77,294,356,441,20,164,419,13632,238158,522944,0,0,1,0
19-09:09:54,123.113.115.71,3,1104173,145520,813,107,75,26,97,1808,173,2639,634,4447,20,68,126,13632,347510,522944,0,0,4,0
19-09:09:54,123.113.115.71,3,1104167,171360,812,126,77,26,154,1781,193,1144,899,4434,6,66,126,13632,379136,522944,1,0,5,0
19-09:09:33,123.114.18.183,3,1156176,107504,853,80,24,24,256,965,446,2058,1345,120000,2,22,49,81600,433174,522944,7,2,7,0
19-09:17:37,111.196.249.60,3,1298047,14960,956,11,23,22,41,117,21,107,240,317,15,65,93,13632,376112,522944,1,0,2,0
19-09:17:53,123.124.147.50,3,1297657,4130384,957,3038,19,19,21,25,9,38,224,336,5,7,50,81600,453433,522944,9,0,7,6
19-09:17:53,123.124.147.50,3,1297650,3828373,957,2833,24,22,23,29,7,48,228,337,5,7,30,81600,450639,522944,16,0,9,12
19-09:25:51,111.193.115.17,3,1298041,0,903,0,21,21,36,65,19,50,235,265,20,179,410,87616,324763,525760,0,0,0,0
19-09:27:15,114.244.216.185,3,1084853,14960,803,11,0,169,360,602,162,656,858,1282,20,65,86,81600,376256,522944,0,0,3,0
19-09:31:16,123.117.50.254,3,1392820,0,1026,0,23,23,34,82,23,46,234,282,20,163,506,81600,344100,731712,0,0,0,0
19-09:31:35,114.250.113.233,3,1156176,0,853,0,14,14,60,121,16,89,259,321,20,170,365,81600,320109,522944,0,0,0,0
19-09:35:21,202.108.86.2,3,1298047,0,957,0,57,57,247,639,114,358,522,960,20,133,197,81664,170598,197120,0,0,0,0
19-09:38:26,123.119.29.123,3,1131595,180880,834,133,46,40,94,349,69,229,297,578,20,117,356,81600,291757,522944,0,0,1,0
19-09:39:9,111.192.187.43,3,1298047,78499,957,58,23,23,74,196,30,264,301,426,20,133,354,81600,320424,544704,0,0,1,0
19-09:39:9,111.192.187.43,3,1298041,87040,957,64,20,20,68,170,72,186,274,377,20,137,335,81600,332259,522944,0,0,1,0
19-09:39:53,182.48.112.82,127,1156176,586160,852,431,44,44,267,744,165,419,614,1162,19,120,298,81600,387968,922816,0,0,1,0
19-09:35:55,124.65.70.90,4,1485535,2043494,1026,1423,13,13,467,540,177,1054,931,2497,3,8,41,66700,66700,66700,76,2,15,61
19-09:42:44,123.113.86.4,3,1144582,1101600,843,810,22,21,24,42,11,121,223,242,6,8,30,13632,306214,522240,0,0,5,0
19-09:42:44,123.113.86.4,3,1144589,1400800,843,1030,19,19,21,28,8,48,220,228,6,8,30,13632,357699,522944,1,0,4,0
19-09:50:7,123.121.156.148,3,1298047,0,957,0,27,27,60,108,41,84,259,308,20,157,396,81600,390216,870400,0,0,0,0
19-09:50:15,111.196.12.191,3,1298041,180880,956,133,14,14,51,104,24,103,250,304,20,95,157,81600,392821,522944,0,0,1,0
19-09:50:21,123.121.63.125,3,1083024,140080,798,103,15,14,54,168,29,62,253,368,20,129,423,81600,289472,522944,0,0,1,0
19-09:50:21,123.121.63.125,3,1083031,166766,799,123,14,14,63,167,44,129,263,367,20,159,318,81600,312976,539264,0,0,1,0
19-09:55:47,1.45.28.148,71,1298041,609280,957,448,12,12,339,1013,104,318,597,1330,20,98,434,81600,306477,522944,0,0,1,0
19-09:58:12,114.253.42.80,3,1309147,338640,965,249,84,83,166,349,104,168,366,549,20,89,272,81600,304053,1047424,0,0,2,0
19-09:58:5,114.251.225.1,3,1423553,507280,1049,373,41,40,145,481,64,218,350,120000,4,131,379,81600,289435,522944,1,0,1,0
19-10:02:50,114.245.193.68,3,1297657,0,916,0,0,21,321,780,65,319,574,1175,20,194,416,81600,324388,522944,0,0,0,0
19-10:02:50,114.245.193.68,3,1297650,150471,915,107,23,23,123,448,101,849,569,1097,6,61,142,81600,468690,893568,1,0,1,0
19-10:06:32,123.117.91.33,3,1239713,1115595,862,775,61,18,60,174,117,747,415,921,5,8,30,14720,192419,354560,6,0,5,3
19-10:06:57,123.117.84.88,3,1387080,5600,993,4,56,21,66,132,48,213,268,332,20,89,123,65800,207132,261800,0,0,1,0
19-10:05:58,61.50.130.146,3,1298047,138720,957,102,21,21,60,138,23,99,260,120000,2,160,342,81600,343488,522944,1,0,1,0
19-10:05:58,61.50.130.146,3,1298041,53040,957,39,26,26,58,137,35,102,258,120000,2,93,175,81600,399994,620160,1,0,2,0
19-10:07:39,123.124.147.44,3,1297650,5058862,956,3722,15,15,16,31,7,46,216,486,5,9,54,81600,436546,522240,18,0,12,12
19-10:07:39,123.124.147.44,3,1297657,4900433,957,3604,15,15,17,25,9,45,220,486,5,13,60,81600,456315,522944,22,0,17,14
19-10:10:11,123.120.197.247,3,1144589,9520,845,7,14,14,53,139,19,195,253,339,20,104,210,81600,384547,821440,0,0,1,0
19-10:10:11,123.120.197.247,3,1144582,8160,844,6,17,17,56,159,30,140,255,359,20,97,169,81600,388216,731712,0,0,1,0
19-10:12:37,111.205.120.133,3,1298047,0,957,0,29,29,46,107,19,109,246,307,20,176,447,81600,436800,1048576,0,0,0,0
19-10:12:37,111.205.120.133,3,1298041,198560,957,146,29,29,38,84,21,120,238,284,5,59,129,81600,502563,4194240,0,0,3,3
19-10:13:12,123.119.224.48,3,1156176,0,852,0,21,21,27,37,17,63,227,237,20,87,148,81664,225173,263936,0,0,0,0
19-10:14:8,123.117.91.33,11,1218859,1303617,847,907,42,18,41,198,59,367,333,874,1,9,30,14720,168483,340096,15,0,10,8
19-10:15:39,111.198.15.253,73,1328565,471920,980,347,27,27,1192,7667,953,19793,2871,81177,13,75,143,81600,299440,522944,3,0,3,0
19-10:18:1,111.207.228.104,48,1046283,104848,771,79,13,13,518,779,77,547,859,1326,6,36,54,81600,406548,522944,1,0,3,0
19-10:20:42,114.241.171.143,25,1298041,165022,957,122,19,19,96,195,35,271,299,446,20,135,323,81600,355370,884032,1,0,2,0
19-10:20:54,61.50.204.150,3,1298041,10800,1083,9,19,19,32,71,21,133,231,271,20,99,156,81600,388688,522944,0,0,2,0
19-10:24:3,123.112.34.94,3,1224443,29920,902,22,16,16,107,754,121,547,729,2594,6,50,91,81600,444384,528576,1,1,0,0
19-10:24:45,114.249.20.98,3,1091024,71032,774,51,21,21,49,54,15,89,248,254,11,23,30,65372,144390,244276,2,0,8,0
19-10:26:36,123.117.91.33,3,1239713,1120193,861,778,0,19,53,112,75,322,317,1270,3,9,30,14720,197986,373504,23,0,17,9
19-10:24:5,114.251.114.66,22,1247955,1763346,864,1229,50,50,489,1654,1164,5033,3377,6687,5,9,33,66076,66595,66608,12,0,9,7
19-10:34:11,61.135.19.174,3,1298041,797294,956,587,13,13,36,83,26,56,235,283,6,124,379,81600,312448,528576,0,0,1,0
19-10:34:11,61.135.19.174,3,1298047,1032240,957,759,15,15,25,90,16,64,224,290,6,41,222,81600,494189,652800,0,0,2,0
19-10:33:31,114.251.225.3,24,1309699,284700,1009,219,26,26,30,55,11,53,230,120000,1,26,36,81600,460139,522944,11,0,4,0
19-10:35:2,123.117.91.33,3,1239713,1086795,862,755,39,30,62,405,145,1249,555,1828,5,9,30,14720,189073,357376,12,0,9,7
19-10:36:58,123.117.91.33,3,1239713,1333440,861,926,40,33,57,154,93,738,338,892,1,7,30,14720,171925,343040,15,0,10,6
19-10:37:32,111.205.120.133,3,1156176,0,853,0,19,19,33,64,25,57,233,264,20,165,362,81600,316608,522944,0,0,0,0
19-10:41:10,123.117.91.33,15,1239713,1291680,862,897,42,17,50,118,81,427,337,817,5,8,30,14720,199034,371840,20,0,8,15
19-10:42:19,114.243.71.170,3,1298041,20510,956,16,31,12,35,108,43,178,235,308,13,28,44,81600,460635,549440,0,0,1,0
19-10:43:44,123.121.183.101,3,1144582,115600,844,85,42,31,88,190,37,234,301,424,20,128,230,81664,217420,263936,0,0,2,0
19-10:43:44,123.121.183.101,3,1144589,225760,844,166,41,41,85,191,40,193,287,120000,2,107,187,81664,220718,262400,1,0,2,0
19-10:46:17,111.196.74.80,3,1298047,127840,957,94,26,26,100,308,41,139,300,508,20,185,424,61248,354208,873856,0,0,1,0
19-10:42:30,111.207.251.130,3,1207438,1580772,829,1087,0,275,500,1474,748,3563,2758,5604,2,9,30,0,313198,372296,19,0,9,16
19-10:51:29,123.116.192.29,3,1031715,595680,762,438,37,36,670,13632,207,17142,1984,120000,20,120,244,81664,185088,262400,1,0,0,0
19-10:53:51,123.124.147.58,3,1297657,6132240,956,4509,12,12,15,30,14,26,256,721,5,59,156,81600,338524,726272,7,0,6,4
19-10:54:3,124.65.195.250,3,1363567,3412216,936,2343,0,19,21,120,9,249,229,540,5,7,30,65700,65700,65700,3,0,4,2
19-10:53:51,123.124.147.58,127,1297650,5718800,956,4205,12,11,17,91,37,327,239,481,5,18,96,81600,376804,522240,6,0,4,6
19-10:55:2,61.148.61.134,3,1278221,1294,988,1,24,24,451,2117,101,875,812,2992,20,106,486,13632,214026,785088,0,0,0,0
19-10:53:29,61.50.133.238,127,1424908,1077120,1050,792,20,20,293,8795,327,5643,722,120000,4,136,378,81600,289333,707200,2,0,1,1
19-10:53:29,61.50.133.238,3,1334299,678704,983,500,14,14,2045,9564,3395,17817,6857,120000,8,83,232,81600,391513,837760,3,0,4,0
19-10:52:50,123.116.104.22,3,1225568,231200,902,170,0,66,113,204,92,329,338,516,19,29,57,0,238084,572288,1,0,3,0
19-10:52:54,123.116.104.22,3,1219616,150112,898,111,55,44,129,201,63,126,329,401,15,55,115,0,169706,514816,0,0,2,0
19-10:58:45,114.241.19.4,3,1298041,158,957,1,22,21,759,2557,195,565,1131,3122,20,198,433,81600,320877,522944,0,0,0,0
19-10:58:45,114.241.19.4,3,1298047,0,957,0,29,29,751,2250,318,770,1239,3020,20,166,433,81600,291370,522944,0,0,0,0
19-10:56:15,182.50.115.98,39,1234034,783600,1030,653,34,34,1086,7205,1335,20038,4023,120000,5,52,110,81600,369782,522944,2,0,3,1
19-11:01:5,123.122.19.124,3,1365523,53300,1051,41,0,547,2598,10020,2557,5154,5182,34141,20,111,526,87616,278860,618752,1,0,0,0
19-11:01:48,111.205.216.66,3,1298047,92480,956,68,17,17,67,163,18,80,267,363,20,126,223,81600,352672,584832,0,0,1,0
19-11:01:48,111.205.216.66,3,1298041,131920,957,97,19,19,72,151,32,78,272,351,20,127,247,81600,331867,987392,0,0,1,0
19-11:03:14,114.243.166.160,3,1298047,218873,957,161,14,14,141,353,76,339,401,702,20,76,131,81600,387549,522944,1,0,4,0
19-11:06:18,111.204.180.178,3,1301986,1800972,894,1238,130,130,674,1643,723,5611,5809,120000,5,11,30,256960,256960,256960,11,0,8,6
19-11:11:44,123.117.42.253,3,1156176,0,852,0,13,13,21,49,17,36,221,249,20,155,433,81600,289024,522944,0,0,0,0
19-11:14:3,114.243.166.219,3,1298047,81600,958,60,21,20,44,92,15,44,244,292,20,137,290,13632,319865,998976,0,0,2,0
19-11:14:3,114.243.166.219,3,1298041,31280,955,23,27,27,40,103,17,74,239,303,20,75,109,13632,346244,522944,0,0,2,0
19-11:13:56,61.51.75.211,3,1316480,123760,968,91,26,26,576,4036,35,861,1536,23211,5,128,434,13632,231096,522944,2,0,1,1
19-11:15:36,111.207.16.130,127,1298041,372640,956,274,38,37,333,648,118,410,616,1348,5,85,190,81664,215621,263936,1,0,2,1
19-11:15:36,111.207.16.130,7,1298047,481440,957,354,32,28,331,774,97,308,569,1083,20,75,192,81664,209834,263936,1,0,3,0
19-11:17:41,123.117.169.78,3,1298041,265200,957,195,23,15,38,195,23,228,248,423,20,108,235,81600,460352,992832,0,0,1,0
19-11:19:32,123.117.91.33,9,1239713,1160640,861,806,34,21,47,105,57,276,269,481,5,9,30,14720,167158,314112,9,0,5,5
19-11:19:57,61.148.244.83,3,1340960,58480,986,43,0,1033,2229,4291,1239,4334,4854,8581,18,36,38,11392,32377,34048,0,0,1,0
19-11:22:53,114.252.83.105,3,1104173,39298,814,30,16,16,138,1653,101,1533,412,3675,14,30,91,81600,414574,522944,0,0,1,0
19-11:22:53,114.252.83.105,3,1104167,75558,814,57,14,14,201,1844,213,2277,655,4121,6,32,35,81600,445265,522944,0,0,1,0
19-11:24:1,123.115.96.57,3,1298047,10880,957,8,13,13,53,148,17,43,252,348,20,139,433,81600,319789,522944,0,0,1,0
19-11:24:1,123.115.96.57,3,1298041,0,956,0,27,27,72,198,37,187,272,398,20,154,433,81600,374893,925504,0,0,0,0
19-11:29:17,114.245.130.53,3,1239713,195407,854,136,0,117,802,1830,693,1751,2339,5890,5,61,131,14720,285892,767744,3,0,0,3
19-11:30:8,113.208.117.210,3,1298041,284240,957,209,47,22,98,381,59,433,410,810,20,82,186,81600,421632,734400,1,0,2,0
19-11:30:8,113.208.117.210,3,1298047,266560,957,196,46,30,103,378,95,386,393,803,20,70,149,81600,422400,522944,0,0,2,0
19-11:32:37,114.254.138.155,3,1144582,310080,844,228,25,20,146,463,78,259,364,722,20,89,315,61248,297316,522944,0,0,1,0
19-11:32:37,114.254.138.155,3,1144589,252960,844,186,20,20,167,461,47,217,382,681,20,109,274,61248,291291,522944,0,0,1,0
19-11:34:56,114.254.82.68,3,1387080,750933,985,532,21,20,27,59,10,81,226,259,6,13,43,66304,258147,262144,2,0,8,0
19-11:36:10,61.149.179.206,3,1246262,850592,856,602,20,16,20,42,25,207,229,1134,5,24,61,65376,145398,261340,14,0,5,7
