time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
20-18:40:58,61.48.61.230,3,10949214,356320,8054,262,33,32,80,193,19,97,280,393,20,294,556,81600,847313,1048576,0,0,3,0
20-18:40:56,111.197.70.29,3,10949214,65280,8054,48,52,42,168,576,55,637,418,1235,5,124,194,81664,193497,197120,5,1,6,1
20-18:41:0,114.250.102.254,3,10949206,516800,8053,380,55,34,129,839,50,1070,451,1803,20,111,381,81600,919680,1025472,3,0,11,0
20-18:41:13,114.240.143.137,3,10949214,243440,8054,179,27,27,53,298,20,168,267,628,13,182,420,81600,872071,1014592,2,0,4,0
20-18:40:41,123.114.154.45,3,10949214,1889812,8053,1393,36,33,51,98,24,177,250,298,6,15,30,81664,198090,198656,109,0,145,0
20-18:41:23,114.250.99.148,3,10949206,504560,8053,371,24,24,93,302,33,333,313,562,20,82,283,81600,786887,1048576,0,0,11,0
20-18:41:30,114.242.170.166,127,10196728,0,6987,0,1160,83,303,1160,254,5431,1175,6591,20,209,307,65700,235440,261340,1,0,0,0
20-18:41:42,124.64.164.221,3,10949206,116960,8051,86,19,19,77,159,62,277,289,398,11,314,433,6976,605630,1048576,0,0,3,0
20-18:41:37,114.250.249.222,60,10949206,405280,8053,298,23,23,65,250,45,292,273,500,20,74,232,81600,585963,617472,5,0,6,0
20-18:41:45,114.253.220.87,3,10949206,114315,8053,86,66,28,81,1099,53,1832,377,2931,5,63,162,81600,887741,1048576,2,0,10,1
20-18:41:54,123.123.214.190,3,10949214,856800,8054,630,26,24,40,451,16,407,252,858,10,66,194,81664,195245,197120,7,0,15,0
20-18:41:40,123.117.23.122,4,10949206,644640,8053,474,23,23,419,2798,199,1828,1386,6788,19,170,433,81600,696446,829632,2,2,3,0
20-18:42:13,123.114.229.93,3,10949206,47600,8053,35,22,22,47,260,19,314,255,574,20,101,263,81600,524098,998272,1,0,5,0
20-18:42:22,114.254.84.222,3,10949214,95200,8054,70,31,31,57,238,20,99,258,493,20,114,352,81600,756376,1048576,0,0,3,0
20-18:42:22,114.253.4.28,3,10949214,129200,8054,95,25,23,57,2071,33,1812,340,3883,20,88,183,81600,746043,1048576,0,0,5,0
20-18:41:50,123.114.161.38,127,10949214,641920,8054,472,66,56,432,691,89,435,664,1123,5,93,188,81600,795313,870400,3,0,7,1
20-18:41:53,123.114.178.114,33,10949206,883403,8053,650,63,33,154,1781,130,3191,785,4850,6,54,183,81600,831947,1039040,7,0,16,0
20-18:42:30,114.249.39.203,3,10949206,277440,8053,204,26,26,72,104,14,69,271,304,20,236,381,81600,835030,1048576,0,0,3,0
20-18:42:38,61.149.135.243,3,10949206,55760,8053,41,19,19,23,51,9,70,223,251,8,56,134,81600,891053,1048576,0,0,6,0
20-18:42:47,111.198.73.9,3,10949206,682720,8053,502,36,32,44,104,25,178,245,311,6,20,88,81664,262366,263936,34,0,69,0
20-18:43:9,114.243.65.44,3,10949214,38080,8054,28,18,18,75,135,16,79,275,335,20,156,242,81664,252770,262400,0,0,3,0
20-18:42:38,124.64.34.140,3,10949214,660960,8054,486,30,30,90,352,51,645,316,997,8,22,73,81600,793052,1048576,20,0,55,0
20-18:43:25,114.243.134.24,3,10949206,376720,8053,277,28,28,98,251,25,171,297,451,20,173,325,81600,890973,1048576,0,0,4,0
20-18:43:25,114.246.80.132,23,10949206,117110,8053,90,21,20,40,172,23,229,245,401,6,67,152,81600,773398,1048576,2,0,5,0
20-18:37:43,123.124.147.12,14,10949214,23071984,8054,16996,26,26,31,142,18,398,265,99649,5,6,30,81664,263287,263936,169,0,110,65
20-18:43:45,124.64.173.73,3,10949206,716720,8053,527,50,49,79,220,29,253,290,436,12,155,341,81600,725233,1030912,1,0,4,0
20-18:43:41,61.149.162.48,3,10949214,288320,8054,212,17,17,44,683,57,1861,274,2544,8,17,70,81600,516023,522944,87,1,112,0
20-18:43:46,61.51.88.222,127,10949214,877200,8054,645,22,22,468,2127,80,742,822,2869,20,188,403,81600,834079,1048576,4,0,4,0
20-18:42:17,114.251.203.150,127,10949206,1049920,8053,772,19,19,881,1924,177,2770,1608,4457,5,60,153,81600,610072,704512,12,0,6,1
20-18:44:22,123.118.157.229,3,10949206,654160,8053,481,18,18,205,515,59,256,420,766,20,179,367,81600,887204,1048576,0,0,5,0
20-18:44:29,123.120.10.153,3,10949214,57120,8054,42,30,26,62,162,25,255,268,438,20,131,361,7168,598033,1048576,1,0,4,0
20-18:44:33,114.253.244.39,3,10949206,340000,8053,250,21,21,56,153,21,110,256,353,20,153,236,81600,928253,1048576,0,0,4,0
20-18:44:33,114.244.151.82,3,10949214,675920,8054,497,27,27,58,183,31,292,271,475,20,173,434,81664,483636,525824,0,0,6,0
20-18:44:34,111.197.57.235,3,10949214,0,8054,0,30,30,192,298,29,115,392,498,20,434,636,81600,573891,796992,0,0,0,0
20-18:44:35,123.120.125.100,3,10949206,69360,8053,51,31,31,112,205,29,265,325,464,20,328,590,81600,691174,1048576,1,0,2,0
20-18:44:36,123.114.120.95,3,10949214,538560,8053,396,20,20,75,361,38,330,321,1074,15,163,433,81600,911400,1048576,1,1,3,0
20-18:42:37,114.249.217.134,3,10949214,643280,8054,473,62,62,536,1760,90,1171,1104,120000,2,274,539,81600,770062,1048576,1,0,5,0
20-18:41:19,125.34.80.250,3,10949206,220763,8053,164,38,38,1006,5230,385,5442,2136,120000,2,79,145,81664,258781,263936,3,0,8,0
20-18:44:55,123.122.97.104,3,10949214,44880,8054,33,44,36,65,368,43,669,370,1146,7,33,103,81664,196071,197120,8,7,3,0
20-18:45:14,114.246.133.186,3,10949214,854298,8054,629,24,24,101,319,65,371,331,604,20,258,437,81600,859324,1048576,0,0,1,0
20-18:45:19,114.240.252.138,3,10949214,92480,8054,68,31,28,46,95,22,111,246,295,20,139,216,3456,821185,1048576,1,0,4,0
20-18:45:31,111.192.9.53,3,10949214,21760,8054,16,37,20,49,193,26,279,254,473,20,73,227,81664,258978,262400,0,0,3,0
20-18:45:20,182.48.105.147,3,10949206,2065840,8053,1519,33,23,27,123,14,156,227,323,6,21,97,81600,545827,587520,24,0,46,0
20-18:45:2,61.149.231.134,127,10949206,765680,8053,563,45,45,587,1707,133,1283,1051,2864,5,141,243,81664,255649,263936,5,0,6,1
20-18:45:40,125.34.94.214,3,10949206,54400,8055,40,21,19,59,92,18,61,258,292,20,163,244,256,212521,263936,0,0,2,0
20-18:45:39,114.249.113.232,3,10949206,112880,8053,83,20,20,60,135,34,159,265,383,10,129,173,81600,574040,603840,0,0,3,0
20-18:45:38,123.122.68.92,3,10357362,68000,7616,50,35,34,82,191,42,270,293,429,20,237,325,13696,864825,1047296,0,0,2,0
20-18:46:3,111.197.124.246,3,10949206,1055360,8054,776,36,30,66,148,22,119,266,348,20,321,759,81600,778346,1048576,0,0,6,0
20-18:45:55,114.246.101.187,121,10357362,598400,7617,440,25,24,234,901,69,683,566,1589,20,205,434,13632,476106,552192,3,0,4,0
20-18:45:45,111.197.113.144,3,10949206,848640,8053,624,25,25,372,1789,202,1567,1052,2989,20,161,455,81600,805967,919360,0,0,9,0
20-18:46:1,123.114.135.175,3,10949214,291040,8054,214,38,33,102,363,79,669,406,1032,20,65,395,81600,852617,905792,3,0,23,0
20-18:46:1,114.246.224.82,3,10949206,174080,8053,128,72,69,114,293,44,476,330,735,19,32,86,81600,549808,837760,16,0,22,0
