time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
19-03:36:56,114.247.10.141,3,1084200,570700,834,439,0,113,213,271,60,226,424,120000,20,86,124,14656,79085,106624,6,0,0,0
19-03:38:40,114.248.87.136,3,1342841,523600,988,385,35,35,5092,9836,3347,12567,11220,120000,9,26,31,13632,432823,522944,3,1,1,0
19-03:45:1,123.118.48.178,3,1417647,178160,1043,131,0,165,1926,6386,1213,3943,4421,27406,19,42,107,13696,705305,1047296,4,0,6,0
19-03:48:8,114.248.87.136,3,1022720,451520,752,332,19,19,1636,11252,592,7917,2454,120000,20,102,385,13632,176480,522944,2,0,1,0
19-03:50:58,111.192.76.122,3,1396073,0,964,0,11,11,329,898,112,308,570,1175,20,198,409,87616,334948,522880,0,0,0,0
19-03:57:52,123.123.129.154,3,1116140,1993,1170,2,18,15,21,37,18,71,221,237,6,27,31,81600,461869,528576,0,0,1,0
19-04:13:12,114.248.87.136,127,1230800,863600,905,635,21,21,2077,16349,979,3596,3301,67312,6,107,435,13632,180554,522944,1,0,1,0
19-04:22:36,114.243.115.201,3,1423995,14960,1049,11,27,27,926,2010,273,653,1435,2592,20,129,244,81664,207488,263936,0,0,1,0
19-04:34:39,114.253.220.114,3,1443932,363120,1063,267,81,20,67,105,49,167,267,305,20,154,398,81600,320712,522944,0,0,1,0
19-04:34:39,114.253.220.114,3,1443939,195840,1065,144,84,19,69,124,41,169,269,324,20,103,215,81600,435380,843200,0,0,1,0
19-04:35:16,123.123.72.79,3,1376395,138720,1014,102,18,18,39,129,18,147,239,329,20,127,260,81600,288676,522944,0,0,2,0
19-04:35:44,123.118.13.33,127,1183643,1009120,872,742,52,45,427,9005,246,14397,801,120000,5,98,277,81600,288565,522944,2,0,1,1
19-04:35:44,123.118.13.33,127,1070978,671840,790,494,60,60,4536,34206,9234,50937,15451,120000,20,66,165,81600,315816,522944,2,1,2,0
19-04:43:32,111.197.133.75,3,1298046,24480,904,17,17,17,42,87,18,43,242,287,20,166,359,69184,292288,525760,0,0,1,0
19-04:59:32,111.199.219.24,3,1059364,0,780,0,14,13,42,154,19,54,242,354,20,145,430,13632,285869,785088,0,0,0,0
19-05:02:55,114.241.106.28,127,1290907,1051280,950,773,19,19,620,10613,306,16089,1589,120000,5,112,235,81600,328760,522944,3,0,2,1
19-05:16:15,123.120.190.40,67,1492003,554916,1058,393,14,14,1097,3266,2933,12799,5767,16065,5,16,83,14720,711093,1047168,14,0,16,2
19-05:23:47,123.117.76.59,127,1488683,632400,1096,465,71,71,2590,14660,704,5938,3743,120000,6,159,433,81600,290378,522944,2,0,1,0
19-05:47:29,111.194.15.252,3,1319726,129200,973,95,12,12,75,224,33,103,274,424,20,171,436,81600,318555,522944,0,0,1,0
19-05:49:7,114.252.88.46,3,1488475,458320,1097,337,19,19,1011,2419,1918,6424,4141,120000,5,20,34,81664,242800,263936,7,0,12,3
19-05:53:19,111.193.216.250,3,1298046,27200,957,20,17,17,53,153,23,69,253,353,20,160,440,81600,317540,528576,0,0,1,0
19-06:04:31,114.245.231.33,3,1363163,55760,1004,41,14,14,5486,30510,193,13243,9642,43753,20,151,435,61248,288576,522944,0,0,1,0
19-06:20:43,111.199.13.57,3,1492902,308720,1101,227,13,13,78,285,64,251,347,787,20,116,266,81600,377594,534016,0,0,2,0
19-06:20:43,111.199.13.57,3,1492896,245333,1100,181,13,13,80,292,34,229,328,804,13,121,296,81600,351955,528576,0,0,2,0
19-06:30:57,123.119.76.206,3,1492896,59840,1098,44,24,24,47,94,27,138,247,294,20,142,204,1536,121799,380800,0,0,1,0
19-06:30:57,123.119.76.206,3,1492902,99280,1099,73,16,16,40,95,64,174,240,295,20,155,259,4736,104202,463488,0,0,1,0
19-06:31:46,61.51.156.13,3,1156466,165920,853,122,19,19,340,1830,228,1364,804,3194,20,112,282,81600,353088,596416,0,0,1,0
19-06:31:46,61.51.156.13,3,1156473,233920,853,172,17,17,331,1849,241,1549,943,3398,20,98,208,81600,347832,549440,0,0,1,0
19-06:34:10,111.203.138.251,3,1298046,0,957,0,15,15,71,286,64,329,408,897,20,137,243,81664,225194,263936,0,0,0,0
