time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
19-00:23:54,61.51.69.245,3,543339,0,380,0,27,27,45,62,43,67,245,262,20,103,158,1472,126811,380416,0,0,0,0
19-00:23:54,61.51.69.245,3,543279,0,380,0,33,33,51,64,37,66,250,264,20,88,144,1472,141686,370688,0,0,0,0
19-00:24:26,114.249.199.17,3,508720,36100,353,25,45,45,121,274,290,537,480,777,6,31,32,3840,11188,66304,0,0,1,0
19-00:25:13,123.112.48.146,3,533519,0,381,0,23,23,41,53,36,49,241,253,20,95,148,64,115320,381312,0,0,0,0
19-00:23:29,61.148.222.106,3,535831,2791980,368,1918,28,28,72,89,52,151,638,6655,5,9,30,65536,249856,262144,67,0,39,28
19-00:29:29,111.192.53.213,3,547379,1440,381,1,22,22,215,1762,189,1241,514,3003,20,61,197,14720,109721,489856,0,0,0,0
19-00:53:39,123.121.201.46,3,534240,0,371,0,25,25,64,291,34,288,271,579,20,60,210,14656,106304,534400,0,0,0,0
19-01:18:11,114.246.97.10,3,535051,0,373,0,23,23,29,47,20,46,229,247,20,87,218,64,209728,262144,0,0,0,0
19-01:32:46,114.246.50.99,3,533679,0,373,0,32,30,31,32,28,64,231,232,20,62,159,240384,262144,262144,0,0,0,0
19-03:02:53,123.118.121.255,3,540519,0,378,0,27,27,45,87,38,79,245,287,20,73,152,77568,166476,380416,0,0,0,0
19-05:56:4,114.242.248.157,3,524836,0,385,0,35,35,36,40,29,70,236,240,20,103,226,129664,225184,516032,0,0,0,0
19-05:56:5,114.242.248.157,3,524842,0,384,0,36,35,37,40,53,144,236,240,20,103,227,129664,209045,489408,0,0,0,0
19-05:56:5,114.242.248.157,3,524843,0,384,0,44,44,46,49,51,109,246,249,20,103,226,129664,235626,472384,0,0,0,0
19-05:56:6,114.242.248.157,3,524843,0,384,0,49,31,37,49,37,95,237,249,20,94,178,72832,157577,368768,0,0,0,0
19-05:56:6,114.242.248.157,3,524843,0,384,0,47,35,40,47,42,88,240,247,20,102,226,129664,234048,491328,0,0,0,0
19-05:56:7,114.242.248.157,3,524843,1047,384,1,46,34,39,46,32,75,239,246,20,102,226,129664,201856,443904,0,0,0,0
19-05:56:7,114.242.248.157,3,524843,0,384,0,44,40,44,46,41,84,244,246,20,103,226,129664,218368,451456,0,0,0,0
19-05:56:8,114.242.248.157,3,524843,0,384,0,45,44,46,50,40,90,246,250,20,102,225,129664,220576,483712,0,0,0,0
19-05:56:9,114.242.248.157,3,524843,1047,384,1,45,24,32,45,23,49,231,245,20,92,204,87232,190208,487552,0,0,0,0
19-05:56:9,114.242.248.157,3,524843,1047,384,1,42,15,23,42,26,81,222,242,20,92,154,54528,116688,219968,0,0,0,0
19-05:56:9,114.242.248.157,3,524843,483,385,1,39,24,30,39,41,104,230,239,20,98,217,129664,196224,408128,0,0,0,0
19-05:56:10,114.242.248.157,3,524843,1061,384,1,37,15,21,37,28,93,221,237,20,98,148,17984,108656,164352,0,0,0,0
19-05:56:10,114.242.248.157,3,524843,1047,384,1,35,15,21,35,30,92,220,235,20,94,150,47488,143152,357760,0,0,0,0
19-05:56:11,114.242.248.157,3,524843,1047,384,1,32,24,28,32,34,89,227,232,20,99,216,128320,199381,495104,0,0,0,0
19-05:56:11,114.242.248.157,3,524843,0,385,0,32,15,20,32,24,75,219,232,20,97,170,64320,148888,386240,0,0,0,0
19-06:29:32,125.34.99.63,3,512819,0,357,0,34,34,38,56,35,68,238,256,20,52,128,14656,116800,383168,0,0,0,0
19-06:56:57,111.197.196.49,3,543399,0,379,0,20,19,28,39,34,78,228,239,20,102,158,4224,152347,375616,0,0,0,0
19-07:35:50,124.64.24.248,3,537459,4320,376,3,15,15,18,23,17,34,218,223,20,66,158,87616,181696,381376,0,0,0,0
19-07:45:39,114.249.214.56,3,539389,0,627,0,21,21,26,39,9,57,226,239,20,48,52,87616,418190,526016,0,0,0,0
19-07:51:39,114.246.97.10,3,535771,1440,374,1,22,19,26,51,15,74,226,251,20,88,207,0,171638,262144,0,0,0,0
19-07:52:26,114.249.97.246,3,525358,142560,368,99,15,15,66,141,50,166,266,341,20,43,91,14720,280064,623360,0,0,2,0
19-08:11:40,125.33.26.12,3,509338,2880,355,2,27,27,81,204,49,97,280,404,20,49,178,29248,188889,522176,0,0,1,0
19-08:41:52,123.113.92.124,3,535011,0,381,0,24,24,41,74,59,147,241,274,20,96,166,1472,143850,381824,0,0,0,0
19-08:42:46,61.148.127.62,3,517270,2957030,355,2043,39,39,1300,1894,746,3247,4293,35662,5,10,34,65535,65535,65535,30,0,7,22
