time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
19-19:48:52,61.149.215.86,5,10474306,2144660,7704,1577,42,29,108,297,46,649,323,968,5,16,125,81600,506140,522944,131,0,147,2
19-19:48:52,61.149.215.86,3,10474298,2201840,7703,1619,35,35,108,241,47,496,324,733,6,15,73,81600,504938,522944,106,0,146,0
19-19:57:2,114.246.78.140,3,10678486,62560,7854,46,12,12,366,585,48,340,591,811,20,348,434,81600,659667,1048576,0,0,1,0
19-19:57:2,114.246.78.140,3,10678494,24480,7855,18,12,12,379,583,54,328,604,825,20,345,433,81600,665935,1048576,0,0,1,0
19-20:05:5,111.192.60.62,127,10154423,3760400,7470,2765,0,106,1084,1989,88,768,1434,2689,5,109,434,81600,762338,913920,4,0,6,1
19-20:05:5,111.192.60.62,127,10154415,3209600,7469,2360,0,184,959,1945,90,1140,1315,2992,5,93,433,81600,551964,622912,5,0,9,1
19-20:07:7,125.33.31.139,3,10672042,210800,7850,155,18,18,34,74,15,88,233,274,20,79,190,81600,694514,824192,0,0,5,0
19-19:52:23,125.34.7.15,123,10104280,3202800,7433,2355,0,363,4195,16539,3671,22499,13277,120000,5,51,193,81664,195408,197120,36,11,22,8
19-20:08:13,123.121.60.193,3,10461172,53300,7749,40,12,12,29,73,15,66,229,273,20,65,163,81600,890116,976512,2,0,10,0
19-20:08:14,123.121.60.193,3,10461179,42160,7697,31,11,11,28,161,16,76,228,361,6,60,314,81600,978835,1048576,2,0,8,0
19-20:09:4,123.116.130.100,3,10491218,360400,7715,265,13,13,40,249,15,140,240,449,6,122,305,13632,481113,522944,0,0,4,0
19-20:10:53,125.33.122.28,3,10216547,43520,7515,32,40,20,49,151,39,264,253,433,20,162,241,81600,554760,628352,0,0,3,0
19-20:10:31,114.248.187.151,42,10461189,341808,7695,255,75,75,824,3294,777,8278,2811,16191,5,75,222,81664,253318,262400,19,2,20,3
19-20:10:31,114.248.187.151,34,10461182,485520,7694,357,51,51,835,3654,733,6820,2574,10246,5,60,162,81664,259358,263936,13,0,18,1
19-20:16:17,61.148.243.85,127,10491218,2227400,7495,1591,60,59,685,1097,48,209,887,1306,20,204,517,87808,1702354,2095872,1,0,2,0
19-20:18:4,123.117.40.159,3,10474306,163200,7705,120,13,13,75,244,16,143,275,467,20,150,242,81664,254356,262400,0,0,4,0
19-20:18:4,123.117.40.159,3,10474298,129200,7705,95,13,13,72,245,18,201,273,471,20,139,244,81664,256183,263936,0,0,4,0
19-20:20:32,114.250.189.57,3,10992710,77520,8087,57,52,24,79,318,63,518,315,851,20,98,151,2560,419491,622592,0,0,4,0
19-20:32:53,123.120.229.59,3,10044043,345440,7387,254,16,16,90,271,28,265,295,538,20,153,335,81600,891864,1044480,0,0,5,0
19-20:33:29,111.194.74.138,3,10461190,276080,7695,203,14,14,38,121,17,90,237,321,20,256,436,81600,819232,1036352,0,0,4,0
19-20:33:29,111.194.74.138,3,10461183,124916,7693,92,14,14,24,127,13,97,226,490,5,76,402,81600,941495,1014592,1,0,5,1
19-20:34:25,123.114.232.98,3,10461183,444720,7694,327,12,12,120,247,26,100,319,447,20,225,436,81600,829952,1048576,0,0,5,0
19-20:34:25,123.114.232.98,3,10461190,501840,7695,369,11,11,117,248,33,143,316,448,20,216,433,81600,826388,1048576,0,0,5,0
19-20:34:44,123.119.21.202,3,10493924,712640,7717,524,12,12,63,110,18,58,262,310,13,200,429,81600,568428,682752,0,0,4,0
19-20:35:3,111.202.111.228,3,10461190,254320,7695,187,28,28,58,168,18,317,264,485,20,58,207,81600,549139,571200,6,0,21,0
19-20:35:3,111.202.111.228,3,10461183,167280,7694,123,29,23,56,283,19,630,275,963,18,43,112,81600,828831,859520,13,0,22,0
19-20:34:30,111.207.2.220,127,10493915,2109360,7721,1551,20,20,1824,2819,87,2550,2455,5353,10,183,434,81600,840156,1048576,5,0,5,0
19-20:35:33,114.250.116.239,3,10672042,252960,7851,186,29,29,232,1068,73,992,492,2037,20,41,96,81600,510323,522944,5,0,12,0
