time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
21-12:15:56,61.149.215.134,3,213594,3174040,147,2174,5,5,10,13,37,79,396,41208,4,9,30,65101,65462,65535,30,0,16,14
21-12:17:28,123.123.89.251,3,229139,49481,160,51,0,2630,6216,13605,4060,11742,26897,57370,16,26,40,14656,151835,382528,2,2,0,0
21-12:16:33,61.149.215.134,3,233225,3725920,162,2552,4,4,5,6,8,14,3764,59658,5,12,30,65098,65462,65535,36,0,10,26
21-12:16:51,61.149.215.134,3,215043,2977786,148,2041,5,5,7,9,23,36,7034,120000,5,8,30,65112,65464,65535,31,0,14,17
21-12:16:48,61.149.215.134,3,241341,3251420,166,2227,6,6,18,29,87,206,319,42891,5,15,45,65094,65424,65535,30,0,17,10
21-12:17:21,61.149.215.134,3,201661,3211998,140,2202,6,5,5,6,11,22,10455,89487,5,9,30,65110,65450,65535,28,0,8,20
21-12:17:32,61.149.215.134,3,206295,3283975,142,2250,5,5,7,11,22,40,1693,61447,5,10,30,65100,65448,65535,27,0,12,15
21-12:17:51,61.149.215.134,3,203368,2890624,140,1982,6,5,6,6,16,22,257,120000,5,11,30,65107,65428,65535,23,0,11,11
21-12:17:30,61.149.215.134,3,228535,3345730,160,2293,5,5,6,10,19,40,802,120000,5,11,30,65100,65426,65535,30,0,14,16
21-12:16:49,61.149.215.134,3,223917,3098684,155,2123,5,5,5,5,15,22,17963,120000,4,23,45,65098,65425,65535,28,0,20,6
21-12:17:32,61.149.215.134,3,233225,3299924,162,2261,6,6,6,7,14,23,32130,120000,5,12,30,65098,65462,65535,27,0,14,13
21-12:17:57,61.149.215.134,3,244255,3381795,168,2317,5,5,5,5,10,22,6221,39772,5,8,30,65100,65448,65535,26,0,14,12
21-12:18:7,61.149.215.134,3,235489,3298140,162,2259,5,5,6,7,17,23,898,40144,5,11,30,65106,65449,65535,27,0,15,12
21-12:17:39,124.65.176.34,74,229575,8323045,168,6101,14,14,14,14,28,28,21117,120000,5,8,30,121032,129889,131072,5,0,2,2
21-12:18:55,61.149.215.134,3,233293,3709553,162,2543,6,5,5,6,5,12,931,120000,5,9,30,65030,65450,65535,30,0,16,14
21-12:18:54,61.149.215.134,3,237593,3210540,165,2199,37,13,27,37,54,74,4316,120000,5,13,30,65110,65450,65535,30,0,11,19
21-12:19:3,61.149.215.134,3,203375,2756480,140,1888,7,6,7,8,13,20,986,120000,5,10,30,65100,65448,65535,26,0,14,12
21-12:19:2,61.149.215.134,3,201929,3016360,140,2066,5,5,5,5,6,10,13173,120000,4,11,30,65535,65535,65535,28,0,12,16
21-12:19:9,61.149.215.134,3,207754,2768160,143,1896,5,5,9,13,36,50,581,91813,5,9,30,65101,65426,65535,25,0,11,14
21-12:19:16,61.149.215.134,3,206364,2368120,142,1622,5,5,10,15,47,90,24462,120000,4,9,30,65031,65434,65535,27,0,12,15
21-12:19:20,61.149.215.134,3,201094,2784220,140,1907,5,5,7,10,24,47,4266,120000,5,13,30,65109,65449,65535,28,0,12,16
21-12:19:25,61.149.215.134,3,248640,3485020,171,2387,32,11,28,43,86,136,7696,44653,5,9,30,65095,65461,65535,33,0,14,20
21-12:17:44,124.65.176.34,87,204735,5703040,150,4176,7,7,7,7,14,14,75262,120000,5,10,30,128312,130999,131072,2,0,1,2
21-12:17:49,61.149.215.134,3,247882,3785786,172,2596,5,5,7,9,25,38,895,120000,3,10,31,65041,65452,65535,27,0,11,17
21-12:19:25,124.65.176.34,38,230585,8607475,168,6294,8,8,8,8,16,16,25968,120000,5,10,30,129868,131072,131072,4,0,2,3
21-12:19:10,61.149.215.134,3,203368,2922920,140,2002,4,4,6,9,22,31,10295,120000,4,14,45,65107,65428,65535,17,1,13,3
21-12:23:47,123.117.139.190,3,240151,1952,186,2,7,7,8,9,6,15,208,209,20,38,59,0,51598,66048,0,0,0,0
21-12:22:45,61.149.215.134,3,236969,3220144,164,2208,5,5,18,29,74,130,17417,120000,5,9,30,64375,65474,65535,37,0,16,21
21-12:22:59,61.149.215.134,3,224464,3231740,156,2215,4,4,7,11,21,43,20781,120000,4,10,30,65099,65462,65535,29,0,14,15
21-12:23:3,61.149.215.134,3,234049,3409320,162,2337,5,5,6,10,13,36,5300,39987,5,11,30,64375,65464,65535,30,0,11,19
21-12:23:9,61.149.215.134,3,217161,3085628,151,2115,29,21,25,30,59,76,21565,120000,5,11,30,65102,65473,65535,32,0,11,21
21-12:23:7,61.149.215.134,3,215043,2962763,148,2030,5,5,6,7,14,24,5509,120000,4,10,32,65112,65464,65535,23,0,9,14
21-12:22:49,61.149.215.134,3,204826,2296580,141,1573,5,5,14,24,48,70,29960,120000,5,9,30,48855,65449,65535,22,0,15,7
21-12:23:1,61.149.215.134,3,206286,3043066,142,2085,6,5,6,7,12,17,30461,120000,5,15,30,65109,65449,65535,22,0,12,10
21-12:26:0,111.197.3.15,3,206223,0,154,0,11,10,15,24,35,47,215,224,20,37,87,81600,110634,242112,0,0,0,0
21-12:23:29,61.149.215.134,3,203375,2964235,140,2031,6,5,6,7,13,19,257,120000,5,14,30,65100,65426,65535,26,1,14,12
21-12:23:1,124.65.176.34,42,235110,5856858,172,4268,7,7,7,7,14,14,90146,120000,5,9,30,131072,131072,131072,4,0,2,4
21-12:24:33,111.204.179.184,3,205913,1355681,203,1348,8,8,131,361,742,1961,3579,14986,5,11,30,65102,65448,65535,20,0,6,14
21-12:28:6,124.65.213.50,3,214560,1440,149,1,8,8,14,41,12,56,214,241,20,38,96,14720,54272,216320,0,0,0,0
21-12:28:11,123.123.46.78,3,217314,26740,161,20,13,13,74,168,96,425,468,895,6,20,40,81600,230536,394432,2,0,1,0
21-12:24:9,124.65.176.34,3,206598,5329532,152,3930,6,6,6,6,12,12,80134,120000,5,10,30,130272,131023,131072,2,0,2,3
21-12:26:45,61.149.215.134,3,235487,3714667,162,2545,5,5,6,7,10,18,18502,120000,5,10,30,65108,65474,65535,36,0,14,22
21-12:26:51,61.149.215.134,3,202565,2486704,141,1704,5,5,5,5,7,11,294,120000,4,12,30,65098,65425,65535,22,0,15,7
21-12:26:57,61.149.215.134,3,203366,2994460,140,2051,7,7,10,13,36,65,3021,41208,4,9,30,65109,65449,65535,25,0,12,13
21-12:27:24,61.149.215.134,3,203376,2771516,140,1899,5,4,6,7,13,23,25100,120000,5,11,30,65099,65447,65535,26,0,15,11
21-12:27:23,61.149.215.134,3,234038,3510816,162,2406,4,4,4,6,8,17,12327,120000,5,12,39,65097,65447,65535,32,0,14,18
21-12:25:0,124.65.176.34,3,245759,5808218,179,4246,15,15,15,15,30,30,70331,120000,5,10,30,129824,131072,131072,4,0,4,4
21-12:27:42,61.149.215.134,3,234049,3174260,162,2176,6,5,6,7,9,14,20521,120000,5,11,30,65110,65464,65535,24,0,11,13
21-12:29:39,114.247.10.155,3,209565,2600,163,2,0,275,510,854,395,795,1206,1649,20,36,72,13600,50743,82656,0,0,0,0
21-12:29:46,111.196.36.226,3,236235,1440,167,1,0,26,73,193,99,356,390,549,20,35,59,29248,152608,320128,0,0,0,0
21-12:27:8,61.149.215.134,3,234749,3578961,163,2452,4,4,4,5,6,11,21540,120000,5,11,30,65034,65451,65535,32,0,14,20
21-12:30:13,125.35.86.34,3,208473,5520,155,4,6,6,239,349,235,558,685,1132,20,29,30,15482,16324,16560,0,0,0,0
21-12:30:13,125.35.86.34,3,218449,4140,162,3,6,6,233,342,195,739,633,1081,20,29,30,15315,16328,16560,0,0,0,0
21-12:27:37,61.149.215.134,3,240522,3516004,167,2409,6,5,8,11,24,45,2005,120000,5,11,30,65101,65462,65535,31,0,13,19
21-12:28:49,61.149.215.134,3,207756,2993000,143,2050,37,16,36,53,122,178,293,120000,5,20,30,65099,65426,65535,29,0,22,7
21-12:28:57,61.149.215.134,3,236429,3327340,164,2279,25,8,20,28,52,57,8880,41208,5,13,30,65098,65447,65535,31,0,16,15
21-12:29:8,61.149.215.134,3,245706,3253306,169,2229,7,5,6,7,10,14,24205,120000,5,10,30,65109,65449,65535,30,0,13,17
21-12:29:13,61.149.215.134,3,246352,3007924,171,2061,4,4,4,5,6,13,2062,120000,5,12,30,64075,65450,65535,25,0,15,10
21-12:29:1,61.149.215.134,3,201106,2734904,140,1874,6,5,5,6,8,12,22647,120000,5,14,30,65097,65425,65535,22,0,14,8
21-12:31:28,123.115.237.86,3,229776,0,163,0,8,8,22,41,13,57,222,241,20,45,80,87616,191296,335296,0,0,0,0
21-12:29:43,61.149.215.134,3,204837,2921897,141,2002,6,5,6,8,11,27,30154,120000,5,10,30,65098,65425,65535,24,0,12,12
21-12:29:49,61.149.215.134,3,204826,3138392,141,2151,4,4,5,6,14,27,22672,120000,5,10,30,65109,65428,65535,27,0,22,5
21-12:30:3,61.149.215.134,3,241423,3101624,168,2126,5,5,5,5,5,10,31321,120000,5,14,30,65044,65464,65535,23,0,9,14
21-12:30:10,61.149.215.134,3,231455,3289380,162,2253,5,5,5,5,5,10,20048,120000,5,14,30,65100,65462,65535,29,0,15,14
21-12:30:10,61.149.215.134,3,203375,2797360,140,1916,4,4,7,10,25,58,14113,120000,5,9,30,65100,65448,65535,30,0,13,17
21-12:30:27,61.149.215.134,3,202844,2557500,141,1753,4,4,4,5,7,11,545,120000,5,9,30,65103,65448,65535,24,0,16,8
21-12:30:28,61.149.215.134,3,217968,3133160,150,2146,4,4,8,11,37,68,1330,120000,5,8,30,65107,65449,65535,28,0,21,7
21-12:30:34,61.149.215.134,3,235483,3320040,162,2274,6,6,8,12,27,60,22196,120000,5,8,30,65112,65464,65535,34,0,15,19
21-12:30:42,61.149.215.134,3,227141,3455700,159,2370,5,4,5,6,7,12,28748,120000,3,13,30,64375,65462,65535,26,1,20,6
21-12:31:47,61.149.215.134,3,239866,3317120,165,2272,6,6,11,15,43,88,2637,120000,5,11,30,65109,65464,65535,33,0,17,16
