time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
19-07:34:23,111.197.47.119,3,2169254,1360,1598,1,31,30,39,154,28,190,238,354,20,214,217,3328,11502,405504,0,0,0,0
19-07:35:6,61.149.221.189,3,2291592,97920,1595,68,81,43,79,183,61,248,288,431,20,60,105,0,245666,262144,0,0,3,0
19-07:36:4,123.117.70.77,3,2205659,433840,1625,319,38,27,54,221,41,412,288,633,8,133,178,448,125230,522944,1,0,1,0
19-07:36:37,114.248.59.25,3,2473265,320960,1819,236,35,35,73,210,36,160,273,410,20,136,246,13632,391778,688192,0,0,2,0
19-07:41:23,114.253.226.45,3,2172539,94380,1498,65,27,27,33,57,22,199,233,257,12,96,183,1536,14657,198144,0,0,2,0
19-07:46:52,114.254.81.245,3,2036682,0,1501,0,41,30,42,58,33,144,241,258,20,84,146,81600,451866,522944,0,0,0,0
19-07:48:22,114.253.121.160,3,2252371,59840,1659,44,25,24,35,62,18,50,235,262,20,226,433,81600,394419,1048576,0,0,1,0
19-07:54:7,114.254.156.174,3,2365209,257095,1647,179,40,37,48,66,21,80,248,266,20,164,361,87616,355763,525760,0,0,3,0
19-07:54:1,114.251.216.49,3,2440777,280160,1797,206,23,23,120,354,50,210,345,672,20,184,373,81600,420981,680000,0,0,2,0
19-07:54:1,114.251.216.49,3,2440784,277440,1797,204,21,21,120,325,53,286,355,642,20,193,366,81600,419785,775232,0,0,2,0
19-07:58:34,114.248.80.220,3,2228097,14520,1537,10,21,21,74,122,20,95,274,322,13,108,197,87616,416601,525760,0,0,1,0
19-07:58:34,114.248.80.220,3,2228104,11616,1537,8,31,31,62,118,23,166,262,318,20,53,164,87616,447486,525760,0,0,2,0
19-08:03:28,123.119.2.140,3,2473265,100640,1819,74,25,25,57,187,38,149,257,387,20,245,556,13632,373939,794240,0,0,1,0
19-08:03:28,123.119.2.140,3,2473272,137360,1820,101,25,25,73,171,24,77,273,371,20,214,433,13632,336448,693632,0,0,1,0
19-08:08:15,123.120.241.121,3,2252371,356320,1658,262,25,25,87,271,37,128,286,471,20,162,352,81600,377434,697024,0,0,2,0
19-08:07:17,123.123.204.26,3,2103789,735760,1549,541,36,36,6151,71434,4110,75126,11713,120000,18,106,210,81664,388842,523008,4,2,2,0
19-08:10:31,123.117.167.186,3,2168147,2087872,1508,1451,0,177,200,301,57,478,487,1000,5,9,32,129940,129940,129940,88,0,29,63
19-08:14:44,61.51.68.72,3,2473272,896240,1822,659,37,21,30,72,15,97,230,272,18,69,166,81664,240444,262400,0,0,3,0
19-08:16:57,125.33.186.142,3,2252377,369920,1659,272,16,16,57,117,21,82,257,120000,2,107,246,81600,616118,1048576,1,0,3,0
19-08:16:57,125.33.186.142,3,2252371,337280,1658,248,24,20,54,116,21,90,254,120000,2,106,263,81600,602282,1048576,1,0,3,0
19-08:09:33,123.118.121.57,33,2372512,2636560,1747,1945,0,511,1473,4647,2689,17120,6623,120000,5,11,55,81600,430131,522944,36,1,26,13
19-08:23:2,123.116.183.38,3,2483961,1420,1752,1,18,18,31,70,17,36,231,270,20,176,417,87616,293132,525696,0,0,0,0
19-08:23:30,124.65.235.22,3,2252371,391280,1544,268,24,24,35,46,19,57,234,246,20,55,144,87616,412555,522880,0,0,2,0
19-08:23:30,124.65.235.22,3,2252377,465740,1544,319,27,27,35,47,13,54,235,247,20,45,164,87616,468622,525632,1,0,2,0
19-08:26:22,111.203.45.3,3,2252371,6800,1661,5,21,20,77,226,34,94,276,426,20,217,435,81600,347420,522944,0,0,1,0
19-08:26:22,111.203.45.3,3,2252377,4080,1659,3,24,24,96,236,38,113,296,436,20,229,436,81600,392674,1034304,0,0,1,0
19-08:26:48,124.65.199.146,127,2049438,461040,1509,339,151,48,408,2236,313,1544,1409,3803,20,86,239,61248,368080,623616,2,0,3,0
19-08:26:10,114.249.195.251,3,2252377,38080,1658,28,24,24,53,152,41,181,253,120000,2,266,523,47616,392541,1048576,1,0,1,0
19-08:29:2,125.33.50.148,3,2252377,78880,1659,58,57,29,45,166,26,212,251,392,6,36,93,81600,727812,1048576,0,0,2,0
19-08:29:10,202.106.177.148,3,2264075,2974265,1566,2063,35,35,37,52,11,127,240,567,5,9,30,66560,260500,262144,24,0,52,3
19-08:33:7,61.149.182.194,3,2252371,1321684,1546,908,15,15,18,34,7,30,218,234,10,40,303,0,500463,1048576,0,0,1,0
19-08:33:14,124.65.228.50,3,2331056,0,1599,0,21,19,21,25,8,42,221,225,20,118,134,129940,129940,129940,0,0,0,0
19-08:34:3,111.202.183.67,3,2440777,31280,1797,23,31,24,47,70,31,64,246,270,20,120,155,61248,524948,995520,0,0,2,0
19-08:34:3,111.202.183.67,3,2440784,96602,1799,73,22,22,52,67,32,68,251,267,20,49,255,0,337175,1039744,1,0,3,0
19-08:32:47,114.253.238.112,3,2252371,102000,1659,75,55,53,68,189,23,125,268,120000,2,41,70,81600,692372,867712,1,0,3,0
19-08:36:1,111.198.244.51,3,2092950,155520,1455,108,0,112,256,763,213,1840,738,2603,5,16,30,15640,17280,17280,3,1,15,1
19-08:35:58,111.198.244.51,3,2193691,109440,1525,76,0,107,266,742,195,1959,689,2701,5,17,30,10960,17280,17280,3,0,11,1
19-08:36:12,111.198.244.51,3,2418328,93600,1681,65,0,107,239,1866,347,7634,986,9500,6,18,30,17280,17280,17280,5,3,12,0
19-08:38:52,111.200.116.194,127,2473272,2437400,1769,1741,16,16,21,102,14,58,221,325,5,15,355,81600,554572,595712,12,0,10,4
